ID,Hg_test,dioxin_test,PCBOCP_test,PFAS_test,species,sex,state,ecoregion,sample_group,county,town,address,latitude,longitude,harvest_date,age,weight_(g),culmen_(mm),tarsus_(mm),head_length_(mm),Hg,TEQ,TCDF_2378,TCDF_Total,TCDD_2378,TCDD_Total,PeCDF_12378,PeCDF_23478,PeCDF_Total,PeCDD_12378,PeCDD_Total,HxCDF_123478,HxCDF_123678,HxCDF_234678,HxCDF_123789,HxCDF_Total,HxCDD_123478,HxCDD_123678,HxCDD_123789,HxCDD_Total,HpCDF_1234678,HpCDF_1234789,HpCDF_Total,HpCDD_1234678,HpCDD_Total,OCDF,OCDD,TPCBs,10PCB209,1PCB1,1PCB2,1PCB3,2PCB11,2PCB12+13,2PCB14,2PCB15,2PCB4+10,2PCB5+8,2PCB6,2PCB7+9,3PCB16+32,3PCB17,3PCB18,3PCB19,3PCB20+21+33,3PCB22,3PCB23+34,3PCB24+27,3PCB25,3PCB26,3PCB28,3PCB29,3PCB30,3PCB31,3PCB35,3PCB36,3PCB37,3PCB38,3PCB39,4PCB40,4PCB41+64+68+71,4PCB42+59,4PCB43+49,4PCB44,4PCB45,4PCB46,4PCB47+48+75,4PCB50,4PCB51,4PCB52+73,4PCB53,4PCB54,4PCB55,4PCB56+60,4PCB57,4PCB58,4PCB61+74,4PCB62+65,4PCB63,4PCB66+80,4PCB67,4PCB69,4PCB70+76,4PCB72,4PCB77,4PCB78,4PCB79,4PCB81,5PCB100,5PCB103,5PCB104,5PCB105+127,5PCB106+118,5PCB107+109,5PCB110,5PCB111+117,5PCB112,5PCB113,5PCB114,5PCB119,5PCB122,5PCB123,5PCB124,5PCB125,5PCB126,5PCB82,5PCB83+108,5PCB84,5PCB85+120,5PCB86+97,5PCB87+115+116,5PCB88+121,5PCB89+90+101,5PCB91,5PCB92,5PCB93+95,5PCB94,5PCB96,5PCB98+102,5PCB99,6PCB128,6PCB129,6PCB130,6PCB131+142,6PCB132+168,6PCB133,6PCB134+143,6PCB135+144,6PCB136,6PCB137,6PCB138+163+164,6PCB139+149,6PCB140,6PCB141,6PCB145,6PCB146,6PCB147,6PCB148,6PCB150,6PCB151,6PCB152,6PCB153,6PCB154,6PCB155,6PCB156,6PCB157,6PCB158+160,6PCB159,6PCB161,6PCB162,6PCB165,6PCB166,6PCB167,6PCB169,7PCB170+190,7PCB171,7PCB172+192,7PCB173,7PCB174+181,7PCB175,7PCB176,7PCB177,7PCB178,7PCB179,7PCB180,7PCB182+187,7PCB183,7PCB184,7PCB185,7PCB186,7PCB188,7PCB189,7PCB191,7PCB193,8PCB194,8PCB195,8PCB196+203,8PCB197,8PCB198,8PCB199,8PCB200,8PCB201,8PCB202,8PCB204,8PCB205,9PCB206,9PCB207,9PCB208,Aroclor 1016,Aroclor 1221,Aroclor 1232,Aroclor 1242,Aroclor 1248,Aroclor 1254,Aroclor 1260,DecaCB,Total DiCB,Total HeptaCB,Total HexaCB,Total MonoCB,Total NonaCB,Total OctaCB,Total PentaCB,Total TetraCB,Total TriCB,"2,4'-DDD","2,4'-DDE","2,4'-DDT","4,4'-DDD","4,4'-DDE","4,4'-DDT",Aldrin,"Chlordane, alpha (cis)","Chlordane, gamma (trans)","Chlordane, oxy-","HCH, alpha","HCH, beta","HCH, gamma",Heptachlor,Hexachlorobenzene,Mirex,"Nonachlor, cis-","Nonachlor, trans-",Dieldrin,Endosulphan Sulphate,Endrin,Endrin Aldehyde,Endrin Ketone,"HCH, delta",Heptachlor Epoxide,Methoxychlor,alpha-Endosulphan,beta-Endosulphan,11Cl-PF3OUdS,3:3 FTCA,4:2 FTS,5:3 FTCA,6:2 FTS,7:3 FTCA,8:2 FTS,9Cl-PF3ONS,ADONA,EtFOSAA,HFPO-DA,MeFOSAA,N-EtFOSA,N-EtFOSE,N-MeFOSA,N-MeFOSE,NFDHA,PFBA,PFBS,PFDA,PFDS,PFDoA,PFDoS,PFEESA,PFHpA,PFHpS,PFHxA,PFHxS,PFMBA,PFMPA,PFNA,PFNS,PFOA,PFOS,PFOSA,PFPeA,PFPeS,PFTeDA,PFTrDA,PFUnA
70-1,Y,Y,Y,Y,MALL,M,NY,83,3,Monroe,Greece,"Maniton Road, Braddocks Bay, Hilton",43.31357168,-77.72206721,10/16/2021,Adult,Unknown,Unknown,Unknown,Unknown,0,2.5e-4,0,3.3e-4,0,0,0,1.7999999999999998e-4,3e-4,0,0,3e-4,2.2e-4,9.8e-4,0,5.3e-4,2.8000000000000003e-4,0,0,3.7e-4,0.001,0,0,8.399999999999999e-4,8.2e-4,4.9e-4,0.0017,7.2,0.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0.122,0.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0.079,0,0,0,0,0,0,0,0,0,0.331,0,0,0,0,0.145,0,0,0,0,0,2.1,0,0,0.137,0,0,0,0,0,0,0,0.065,0,0.506,0,0,0,0,0,0,0,0,0,1.47,0.241,0.196,0,0,0,0,0,0,0.054,0.378,0,0.454,0,0,0.383,0,0,0,0,0,0.262,0,0,0,0,0,0,0,0,13,0.201,0,2.47,2.86,0,0.262,0.837,0.516,0.058,0,0,0,0,0.054,11.7,0,0,0,0,0,0,0,0,0,0.131,0.371,0,0,0.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0.107,0,0,0,0,0.285,0,0.143,0,0,0,0,0,0,0,0,0.275,0,0.083,1.55,0,0,0,0,0.222,0.092
72-1,Y,Y,Y,Y,MALL,M,PA,67,2,Lebanon,Bethel Township,Unknown,40.40575203,-76.38036867,10/16/2021,Adult,1315,57.7,57.4,125.8,4.1000000000000005,9.4e-4,0.0013,0.0018,0,0,2.3e-4,5.4e-4,0.0012,4.7e-4,0,2.7e-4,1.9e-4,3.5999999999999997e-4,0,0.0011,3.2e-4,3.4e-4,0,3.4e-4,8.900000000000001e-4,0,8.900000000000001e-4,0.0011,0.0019,2.3e-4,0.0039,113,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,0,1.57,0,0.14,0.886,0,0,0,0,0.175,0,0,0,0,0,0,5.52,14.5,0.293,0,0.601,0,0,0.358,0,0,0.119,0,0,0.215,0,0,0,0.142,0,0.245,0,0.162,0,0,0,0,0,0,4.15,2.3,0,0.104,0,0,0.332,0,0,0,0.114,14.2,0.15,0,0,0,3.81,0,0,0,0,0,24.3,0,0,2.02,0.415,1.21,0.309,0,0.134,0,0.104,0.844,0,4.61,0.319,0.562,0,0,0.063,0,0.622,0.629,0,5.16,8.68,1.39,0,0,0,0,0.227,0,1.06,2.47,0.838,1.91,0,0,2.7,0,0.08,0.321,0,0.083,0.837,0,0.298,0,0,0,1.76,0,44,67,0.47,0,23.3,50.3,0,1.14,8.32,26.1,2.74,0.462,0,0,0,1.6,21.8,0.805,0,0,0,1.56,0,0,0,0,0.541,0.358,0.08,0.77,0.298,0,0,0,0,0,0.304,0,0,0,0,0,0,0,0,8.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.391,0,0,0,0,0,0,0,0,0.199,0,0,2.1,0,0,0,0.366,0.396,0
74-1,Y,Y,Y,Y,WODU,M,NY,83,2,Schoharie,Carlisle,Schoolhouse Road,42.77181834,-74.49557852,10/16/2021,Adult,Unknown,Unknown,Unknown,Unknown,6.3,2.2e-4,0,6.7e-4,0,2.1e-4,0,1.9e-4,2.2e-4,0,0,2.9e-4,2e-4,3.7e-4,1.4e-4,0.0012,3e-4,1.4e-4,0,3e-4,0.0012,0,0,5.8e-4,0.0012,4e-4,0.0012,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079,0,0,0,0,0,0,0,0,0,0,0.399,0,0,0,0,0.12,0,0,0,0,0,0.595,0,0,0,0,0,0,0,0,0,0,0,0,0.148,0,0,0,0,0,0,0,0,0,0.345,0.2,0,0,0,0,0,0,0,0,0.108,0,0.157,0,0,0.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07,0,0,0.545,1.11,0,0,0.182,0.231,0,0,0,0,0,0,5.57,0,0,0,0,0,0,0,0,0,0.186,0.406,0,0.12,0.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0.29,0,0,0.335,0,0,0,0,0.114,0
77-1,Y,Y,Y,Y,MALL,M,NY,59,2,Ulster,"Ulster Park, Rosendale",Creek Locks Road,41.85410519,-74.04613227,10/18/2021,Adult,Unknown,Unknown,Unknown,Unknown,8.200000000000001,2.9e-4,0,0.0011,0,6.6e-4,0,0,0,2e-4,2e-4,1.2e-4,1.1e-4,1.7e-4,0,8.6e-4,2.6000000000000003e-4,1.5e-4,0,4.1e-4,4.1e-4,0,4.1e-4,3.7e-4,7.099999999999999e-4,0,5e-4,41.3,1.22,0,0,0,0,0,0,0,0,0,0,0.23800000000000004,0,0,0,0,0,0,0,0,0,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,2.8,0,0,0.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692,0.449,0,0,0,0,0.116,0,0,0,0,3.04,0,0,0,0,1.55,0,0,0,0,0,9.71,0,0,0.468,0.106,0.161,0.09,0,0,0,0,0.263,0,1.77,0.194,0.195,0,0,0,0,0,0.085,0,4.86,2.02,1.03,0,0,0,0,0.082,0,0.258,1.39,0.464,2.43,0.096,0,2.09,0,0,0.129,0,0.087,1.55,0.23,0.639,0,0,0,0,0,6.92,46,1.22,0,10.5,16,0,2.42,6.6,4.26,0.341,0.039,0,0,0,0.274,59.3,0.177,0,0,0,0.582,0,0,0,0,0.492,0,0,0,0.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48,0,0,0,0,0,0,0,4.11,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0.893,0,0,0.239,0,0,0,0,0,0
8,Y,Y,Y,Y,WODU,Unknown,NY,60,1,Wyoming,Arcade,5859 Stinson Road,42.61532964,-78.35637708,10/21/2021,Unknown,Unknown,Unknown,Unknown,Unknown,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153,0,0,0,0,0,0,0,0,0,0,0,0.18600000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228,0,0,0.038,0.115,0,0,0,0,0,0,0,0,0,0,0.595,0,0.105,0,0,0,0,0,0.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912,0,0,0,0,0,0,0,0,6.57,0,0,0,0.92,0,0.176,0,0,0,0,0,0,0,0,0,0,0.139,0,0,0.175,0,0,0,0,0,0
82-1,Y,Y,Y,Y,ABDU,M,NY,67,2,Ulster,Hurley,Wynkoop Road,41.92671586,-74.07058815,10/20/2021,Adult,Unknown,Unknown,Unknown,Unknown,28,2e-4,3.5999999999999997e-4,0.0014,0,0,0,1.7999999999999998e-4,1.7999999999999998e-4,0,0,2.6000000000000003e-4,2e-4,2.9e-4,0,2.9e-4,2.8000000000000003e-4,0,0,0,2.7e-4,0,0,3.4e-4,5.4e-4,2.5e-4,7.6e-4,3.52,0.166,0,0,0,0.219,0,0,0,0,0,0,0.15800000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0.459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0.055,0,0,0,0,0,0,0,0,0,0.444,0,0,0,0,0.183,0,0,0,0,0,1.18,0,0,0.07,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0,0,0,0,0,0.183,0.27,0,0,0,0,0,0,0,0,0.246,0,0,0,0,0.178,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,1.09,0.166,0,0.452,1.93,0,0.26,0.178,0.459,0.069,0,0,0,0,0,13.3,0,0,0,0,0,0,0,0,0,0.808,0,0,0.211,0.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.45,0,0,0,0,0,0.207,0,0.167,0,0,0,0,0,0,0,0,1.48,0,0,0.505,0,0,0,0,0.381,0.15500000000000003
84-1,Y,Y,Y,Y,AGWT,F,NY,83,1,Seneca,Tyre,Montezuma National Wildlife Refuge - Tschache Pool,42.99548705,-76.78190343,10/21/2021,Adult,Unknown,Unknown,Unknown,Unknown,48.8,1.7999999999999998e-4,0,0.0024,0,0,0,1.2e-4,5.1e-4,0,0,1.7e-4,2.6000000000000003e-4,2.8000000000000003e-4,0,0.001,5.1e-4,1.1e-4,0,0.0011,8.399999999999999e-4,0,8.399999999999999e-4,6.3e-4,0.0012,1.7999999999999998e-4,8.3e-4,0.203,0,0,0,0,0,0,0,0,0,0,0,0.37300000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0,0,0,0,0,0,0,0,0,0,0.114,0,0,0,0,0,0,0,0,0,0,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0,0,0,0,0,0,0.753,0.107,0.761,8.62,79.8,14.2,0,0,0,0,0,0.422,0,0,1.68,0,0,0.195,8.07,0,0.588,0,0.519,0,0.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49,0,0,0,0,0,0.157,0,0,0,0,0,0,0,0,0,0,0.362,0,0,0.182,0,0,0,0,0.263,0
86-1,Y,Y,Y,Y,WODU,M,PA,61/62,1,Crawford,South Shenango Township,"Fitch Road, Westford",41.54605682,-80.46324975,10/22/2021,Adult,Unknown,Unknown,Unknown,Unknown,20,3.1e-4,1.6e-4,7.8e-4,0,0,0,1.7e-4,5.600000000000001e-4,1.1e-4,0,1.9e-4,1.9e-4,3.4e-4,1.1e-4,0.0011,1.9e-4,1.4e-4,8.5e-5,3.4e-4,8.2e-4,0,8.2e-4,3.9e-4,4.4e-4,2.4e-4,4.8e-4,0.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0,0,0,0,0,0,0,0,0,0,0.232,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0,0,0,0,0,0,0,0,0,0.209,0.102,0,0,0,0,0,0,0,0,0,0,0.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,0,0,0.375,0.377,0,0,0.158,0.086,0,0,0,0,0,0,0.992,0,0,0,0,0,0,0,0.312,0,0.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0.122,0,0,0,0,0.247,0,0.132,0,0,0,0,0,0,0,0,0.227,0,0,0.506,0,0,0,0,0.138,0
87-1,Y,Y,Y,Y,WODU,M,NY,58,2,Columbia,Ancram,New Forge Road,42.11446958,-73.66988471,10/22/2021,Adult,Unknown,Unknown,Unknown,Unknown,5,9.6e-5,0,1.5e-4,0,0,0,7.3e-5,8.8e-5,0,0,9.1e-5,7.4e-5,2.9e-4,8.599999999999999e-5,1.7e-4,1.3000000000000002e-4,0,0,0,4.2e-4,0,4.2e-4,3.4e-4,0,1.9e-4,6.1e-4,5.41,0.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294,0.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,0.079,0,0,0,0,0,0,0,0,0,0.487,0,0,0,0,0.124,0,0,0,0,0,0.947,0,0,0.07,0,0,0,0,0,0,0,0.042,0,0.22,0,0.031,0,0,0,0,0,0,0,0.629,0.218,0.101,0,0,0,0,0,0,0.038,0.23,0,0.267,0,0,0.19,0,0,0,0,0,0.198,0,0,0,0,0,0,0,0,5.7,0.129,0,1.24,1.75,0,0.198,0.687,1.12,0.289,0,0,0,0,0,1.99,0,0,0,0,0,0,0,0,0,0.097,0.344,0,0.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.76,0,0,0,0,0,0.111,0,0.106,0,0,0,0,0,0,0,0,0.215,0,0,0.252,0,0,0,0,0.257,0
89-1,Y,Y,Y,Y,MALL,M,NY,58,2,Columbia,Copake,16 Mallard Drive,42.15018215,-73.59218239,10/23/2021,Adult,Unknown,Unknown,Unknown,Unknown,30.200000000000003,5.3e-4,0.0016,0.0019,0,0,3.2e-4,3.8e-4,3.2e-4,1.7999999999999998e-4,1.7999999999999998e-4,1.1e-4,1.1e-4,9.8e-5,0,2.3e-4,1.7999999999999998e-4,1.6e-4,0,3.4e-4,0,0,0,2.4e-4,2.4e-4,0,5.3e-4,172,2.35,0,0,0,0,0,0,0,0,0,0,0.08200000000000002,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.858,0,0,0.191,0,0,0,0,0,0,0,0,0,0,0,3.76,9.94,0.112,0,0.18,0,0,0.218,0,0,0.119,0,0,0.155,0,0,0,0.111,0,0,0,0.056,0,0,0,0,0,0,1.33,1.95,0,0,0,0,0.171,0,0,0,0,9.16,0.105,0,0,0,2.66,0,0,0,0,0,28.8,0,0,2.44,0.604,0.472,0.237,0,0.176,0,0.097,1.37,0,11.2,0.526,0.58,0,0,0,0,0.304,0.218,0,30.5,5.36,2.83,0,0,0,0,0.521,0.238,1.3,17.4,4.41,12.2,0.231,0,10.7,0,0,0.223,0,0.722,4.53,0.365,0.718,0,0,0,0,0,13.3,267,2.35,0,53.6,48,0,5.61,45.9,15.7,0.858,0.059,0,0,0,0.13,30.7,9.07,0,0,0,1.81,0,0,0,0,0.318,0.438,0,0.385,0.14,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0.097,0,0,0,0,0.261,0,0.308,0,0,0,0,0,0,0,0,0.342,0,0,2.33,0,0,0,0.221,0.404,0.773
9,N,Y,Y,Y,MALL,Unknown,NY,60,1,Wyoming,Arcade,5859 Stinson Road,42.61532964,-78.35637708,10/19/2021,Unknown,Unknown,Unknown,Unknown,Unknown,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99,0.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078,0.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0,0,0,0,0,0.336,0.04,0.04,0,0,0.082,0,0,0,0,0,0.383,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0,0,0,0,0,0,0,0,0.172,0.297,0,0,0,0,0,0,0,0,0.085,0,0.124,0,0,0.112,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.91,1.55,0.078,0,0.556,0.841,0,0,0.249,0.265,0,0,0,0,0,0.077,67.07199999999999,0.401,0,0,0,0,0,0,0,0,0.126,0.088,0,0.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406,0,0,0,0,0,0,0,0,3.13,0,0,0,0.493,0,0.387,0,0.56,0,0,0,0.155,0,0.469,0,0,1.04,0,0.207,7.79,0,0,0,0.656,1.134,0.3969999999999999
94-2,N,Y,N,Y,CAGO,Unknown,NY,60,2,Ulster,West Hurley,Spillway Road,41.94259572,-74.14590836,10/23/2021,Adult,Unknown,Unknown,Unknown,Unknown,NA,1.7999999999999998e-4,0,0,0,0,0,1.1e-4,0,0,0,2.4e-4,1.7999999999999998e-4,3.2e-4,1.5e-4,5.600000000000001e-4,2.8000000000000003e-4,1.3000000000000002e-4,0,0.0016,9.9e-4,0,9.9e-4,7.199999999999999e-4,0.0016,4.8e-4,0.0012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24,0.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0,0.192,0,0,0,0,0.194,0
94-3,Y,Y,Y,Y,CAGO,Unknown,NY,60,2,Ulster,West Hurley,Spillway Road,41.94259572,-74.14590836,10/23/2021,Adult,Unknown,Unknown,Unknown,Unknown,0,9.5e-5,0,0,0,0,0,0,0,0,0,2.2e-4,1.3000000000000002e-4,2.3e-4,0,0.001,2.8000000000000003e-4,0,0,2.8000000000000003e-4,5.3e-4,0,0,3.2e-4,0,0,8.6e-4,0.762,0,0,0,0,0,0,0,0,0,0,0,0.603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0.178,0.07,0,0,0,0,0,0,0,0,0.1,0,0.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0,0,0.328,0.344,0,0,0,0.09,0,0,0,0,0,2.67,13.2,0,0,0,0,0,0,0,0,0,0.286,0,0,0,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68,0,0,0,0,0,0.134,0,0.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95-1,Y,Y,Y,Y,MALL,M,NY,60,2,Chenango,Greene,Chenango River,42.34547258,-75.73785811,10/23/2021,Adult,Unknown,Unknown,Unknown,Unknown,38.8,3.2e-4,3.9e-4,0.0011,0,0,1.1e-4,1.7e-4,3.5999999999999997e-4,1.4e-4,0,1.1e-4,7.9e-5,1.9e-4,9.6e-5,3e-4,2.1e-4,1.1e-4,0,2.1e-4,3.7e-4,0,3.7e-4,3.1e-4,6.5e-4,1.4e-4,6.7e-4,3.75,0.081,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0.152,0.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0,0,0,0,0,0,0,0,0,0,0.611,0,0,0,0,0.176,0,0,0,0,0,0.891,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0,0,0,0,0,0,0.076,0,0,0.232,0.346,0.073,0,0,0,0,0,0,0,0.221,0,0.164,0,0,0.281,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,3.1,0,0,0.938,1.68,0,0,0.281,0.746,0.104,0,0,0,0,0.103,2.61,0,0,0,0,0,0,0,0,0,0.262,0,0,0.105,0.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87,0.093,0,0,0,0,0.212,0,0.308,0,0,0,0,0,0,0,0,0.401,0,0,1.06,0,0,0,0.237,0.537,0.176
