ID,HQ_TPCB,CR_TPCB,EPA_CR_TPCB,TPCBs,10PCB209,1PCB1,1PCB2,1PCB3,2PCB11,2PCB12+13,2PCB14,2PCB15,2PCB4+10,2PCB5+8,2PCB6,2PCB7+9,3PCB16+32,3PCB17,3PCB18,3PCB19,3PCB20+21+33,3PCB22,3PCB23+34,3PCB24+27,3PCB25,3PCB26,3PCB28,3PCB29,3PCB30,3PCB31,3PCB35,3PCB36,3PCB37,3PCB38,3PCB39,4PCB40,4PCB41+64+68+71,4PCB42+59,4PCB43+49,4PCB44,4PCB45,4PCB46,4PCB47+48+75,4PCB50,4PCB51,4PCB52+73,4PCB53,4PCB54,4PCB55,4PCB56+60,4PCB57,4PCB58,4PCB61+74,4PCB62+65,4PCB63,4PCB66+80,4PCB67,4PCB69,4PCB70+76,4PCB72,4PCB77,4PCB78,4PCB79,4PCB81,5PCB100,5PCB103,5PCB104,5PCB105+127,5PCB106+118,5PCB107+109,5PCB110,5PCB111+117,5PCB112,5PCB113,5PCB114,5PCB119,5PCB122,5PCB123,5PCB124,5PCB125,5PCB126,5PCB82,5PCB83+108,5PCB84,5PCB85+120,5PCB86+97,5PCB87+115+116,5PCB88+121,5PCB89+90+101,5PCB91,5PCB92,5PCB93+95,5PCB94,5PCB96,5PCB98+102,5PCB99,6PCB128,6PCB129,6PCB130,6PCB131+142,6PCB132+168,6PCB133,6PCB134+143,6PCB135+144,6PCB136,6PCB137,6PCB138+163+164,6PCB139+149,6PCB140,6PCB141,6PCB145,6PCB146,6PCB147,6PCB148,6PCB150,6PCB151,6PCB152,6PCB153,6PCB154,6PCB155,6PCB156,6PCB157,6PCB158+160,6PCB159,6PCB161,6PCB162,6PCB165,6PCB166,6PCB167,6PCB169,7PCB170+190,7PCB171,7PCB172+192,7PCB173,7PCB174+181,7PCB175,7PCB176,7PCB177,7PCB178,7PCB179,7PCB180,7PCB182+187,7PCB183,7PCB184,7PCB185,7PCB186,7PCB188,7PCB189,7PCB191,7PCB193,8PCB194,8PCB195,8PCB196+203,8PCB197,8PCB198,8PCB199,8PCB200,8PCB201,8PCB202,8PCB204,8PCB205,9PCB206,9PCB207,9PCB208,Aroclor 1016,Aroclor 1221,Aroclor 1232,Aroclor 1242,Aroclor 1248,Aroclor 1254,Aroclor 1260,DecaCB,Total DiCB,Total HeptaCB,Total HexaCB,Total MonoCB,Total NonaCB,Total OctaCB,Total PentaCB,Total TetraCB,Total TriCB
CTCAG02,0.0122,4.89e-7,1.82e-7,1.31,0.257,0,0,0,0,0,0,0,0,0,0,0.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0,0,0,0,0,0,0,0,0,0.312,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0,0,0,0,0.207,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0,0,0,0,0,0,0,0,1.79,0.257,0,0.39,0.399,0,0.165,0,0.096,0,0
CTCAG03,0.0313,1.25e-6,4.64e-7,3.35,0.457,0,0,0,0,0,0,0,0,0,0,0.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,0,0.075,0,0,0,0,0,0,0.098,0,0,0.108,0,0,0,0,0,0,0,0,0,0,0,0.123,0.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0.199,0,0,0,0,0,0,0,0,0,0,0.431,0.095,0,0,0,0.103,0,0,0,0,0,0.475,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0.287,0.172,0,0,0,0,0,0,0,0,0.093,0,0.159,0,0,0.135,0,0,0,0,0,0.282,0,0.139,0,0,0,0,0,1.99,2.56,0.457,0,0.599,1.1,0,0.421,0,0.432,0.333,0
CTMALL1,0.0397,1.59e-6,5.89e-7,4.25,0.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0,0,0,0,0,0,0,0,0,0,0.406,0,0,0,0,0.139,0,0,0,0,0,0.893,0,0,0,0,0,0,0,0,0,0,0,0,0.248,0,0,0,0,0,0,0,0,0,0.201,0.324,0,0,0,0,0,0,0,0,0.286,0.141,0.243,0,0,0.406,0,0,0,0,0,0.342,0,0,0,0,0,0,0,0,2.69,0.321,0,0.773,1.44,0,0.342,1.08,0.297,0,0
CTMALL2,0.0662,2.65e-6,9.83e-7,7.09,0.455,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0.104,0,0,0,0,0,0,0,0,0,0.618,0,0,0,0,0.2,0,0,0,0,0,1.49,0,0,0.084,0,0.062,0,0,0,0,0,0.054,0,0.323,0,0.06,0,0,0,0,0.043,0.044,0,0.294,0.506,0.11,0,0,0,0,0.034,0,0.069,0.347,0.122,0.309,0,0,0.491,0,0,0.059,0,0,0.557,0,0.219,0,0,0,0,0,0,4.36,0.455,0,1.48,2.61,0,0.776,1.21,0.553,0,0
CTMALL3,0.00224,8.96e-8,3.33e-8,0.24,0.053,0,0,0,0,0,0,0,0,0,0,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0,0,0,0,0,0,0,0,0,0.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0.186,0,0,0,0,0,0
CTWOD01,0.00653,2.61e-7,9.7e-8,0.7,0.17,0,0,0,0,0,0,0,0,0,0,0.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138,0,0,0,0,0,0,0,0,0,0,0.259,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,0,0,0,0,0,0,0,0.164,0.097,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0.208,0.397,0,0,0,0.095,0,0
CTWOD02,0.0442,1.77e-6,6.57e-7,4.74,0.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0.071,0,0,0,0,0,0,0,0,0,0.545,0,0,0,0,0.171,0,0,0,0,0,1.09,0.095,0.1,0.042,0,0,0,0,0,0,0,0.033,0,0.206,0,0.043,0,0,0,0,0,0.053,0,0.642,0.528,0.093,0,0,0,0,0,0,0.074,0.219,0.119,0.231,0,0,0.292,0,0,0,0,0,0.231,0,0,0,0,0,0,0,0,5.65,0.194,0,1.54,1.95,0,0.231,0.45,0.318,0.049,0
NJ_ABDU_01_AD,0.259,1.03e-5,3.84e-6,27.7,2.01,0,0,0,0,0,0,0,0,0,0,0.208,0,0,0,0,0,0,0,0,0,0,0.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0,0,0,0,0,0,0,0,0,0.236,0,0,0.188,0,0,0,0,0,0,0,0,0,0,0,0.34,1.36,0.058,0,0,0,0,0,0,0,0,0,0,0.057,0,0,0,0,0,0,0,0.097,0,0,0,0,0,0,0.743,0.274,0,0,0,0,0,0,0,0,0,2.31,0.16,0,0,0,0.774,0,0,0,0,0,5.44,0,0,0.183,0.099,0.114,0.059,0,0,0,0,0.145,0,0.709,0.115,0.102,0,0,0,0,0.108,0.109,0,2.01,1.51,0.562,0,0,0,0,0,0,0.157,0.613,0.191,1.23,0.113,0,1.49,0,0.119,0.303,0,0.047,2.09,0.392,1.3,0,0,0,0.547,0,7.43,19.7,2.01,0,5.27,9.56,0,3.78,3.95,2.56,0.424,0.144
NJ_ABDU_02_LC,0.0295,1.18e-6,4.38e-7,3.16,0.267,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0.191,0,0,0,0,0,0.743,0.051,0,0.06,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0.311,0,0,0,0,0,0,0,0,0.387,0.112,0,0,0,0.36,0,0,0,0,0,0.325,0,0.191,0,0,0,0,0,0,0.84,0.267,0,0.451,1.11,0,0.516,0.499,0.308,0,0
NJ_MALL_40_AD,21.1,8.44e-4,3.13e-4,2260,15.979,0,0,0,0,0,0,0.134,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.096,39.8,0,0,1.72,0,0,0.828,0.845,0.14,0,3.82,0.101,4.08,0.281,0,0,24.4,0,0,3.55,0,0,0,8.25,0,0,53,0,4.89,62.3,0,0,3.45,1.74,3.88,0,0,0.272,0.64,0.088,0,54.8,175,9.89,2.91,9.87,0,0.09,3.7,2.18,0,2.98,0.257,0,4.11,0,0.065,0.07,10.9,0.349,4.25,0.139,11.9,0.568,5.88,4.09,0.153,0,0.045,96.3,28.4,0.753,3.55,0,1.06,4.47,0,1.23,0.127,3.9,203,11,0,1.86,0,57.7,3.57,0.163,0,3.62,0,380,2.32,0.63,19.7,5.63,17.9,4.13,0,2.72,0.253,1.05,12.8,0,90.8,12.9,9.69,0.044,2.31,1.74,0.133,13.1,9.17,0.219,259,109,51.9,0.143,0.306,0,0.125,3.28,3.59,11.1,64.2,18.2,75.6,2.82,1.38,61.1,0.171,3.22,8.43,0,2.33,29.5,4.27,11.4,0,0,0,158,0,1010,2410,16,0.134,579,772,0,45.2,237,397,174,42.6
NJ_MALL_60_AD,0.24,9.6e-6,3.56e-6,25.7,0.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,0,0,0,0,0,0.089,0,0.121,0,0.039,0,0,0,0,0,0.11,0,0,0,0,0,0,0.1,0,0,0.414,0.032,0,0.524,0,0,0,0,0.093,0,0,0,0,0,0,1.04,2.57,0.147,0,0.097,0,0,0,0,0,0,0,0,0.095,0,0,0,0.137,0,0,0,0.112,0,0.124,0.036,0,0,0,1.09,0.463,0,0.083,0,0.039,0.073,0,0.048,0,0.055,3.23,0.372,0,0,0,0.687,0.049,0,0,0.18,0,3.66,0,0.053,0.234,0.088,0.232,0.081,0,0.041,0,0,0.123,0,0.829,0.104,0.116,0,0.081,0,0,0.244,0.183,0.031,1.07,2.06,0.337,0.045,0,0,0,0.038,0,0.151,0.642,0.217,0.636,0.03,0,0.892,0,0.039,0.132,0,0.034,0.506,0.054,0.181,0,0,0,1.16,0,10.9,13.4,0.394,0,5.29,9.79,0,0.687,2.59,5.32,1.28,0.305
NJ_WODU_01_AD,0.0136,5.45e-7,2.02e-7,1.46,0.05099999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284,0,0,0,0,0.071,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0,0,0,0,0,0,0,0,0,0.196,0.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0.072,0,0.485,0.73,0,0,0,0.173,0,0
NJ_WODU_01_JK,0.231,9.26e-6,3.44e-6,24.8,1.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.205,0,0,0,0,0.058,0,0,0,0,1.18,0,0,0,0,0.447,0,0,0,0,0,4.44,0,0,0.32,0.059,0,0.043,0,0,0,0,0.232,0,1.04,0.087,0.098,0,0,0,0,0,0.052,0,3.73,0.925,0.42,0,0,0,0,0.073,0.041,0.172,1.54,0.335,2.06,0,0,1.88,0,0,0.156,0,0,1.58,0.153,0.61,0,0,0,0,0,1.4,31.1,1.14,0,6.64,6.98,0,2.34,5.97,1.65,0.073,0
NJ_WODU_01_TN,0.0243,9.71e-7,3.6e-7,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0,0,0,0,0,0,0,0,0,0,0.365,0,0,0,0,0.098,0,0,0,0,0,0.599,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0,0,0,0,0,0,0,0,0,0.377,0.196,0.066,0,0,0,0,0,0,0,0.178,0,0.173,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,0.804,1.06,0,0,0.521,0.213,0,0
NJ_WODU_02_AD,0.0119,4.78e-7,1.77e-7,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0.199,0,0,0,0,0.072,0,0,0,0,0,0.363,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0,0,0,0,0.224,0.18,0,0,0,0,0,0,0,0,0.069,0,0.098,0,0,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,0,0,0.495,0.562,0,0,0.104,0.117,0,0
NJ_WODU_03_AD,0.0873,3.49e-6,1.3e-6,9.35,0.11800000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199,0.595,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.134,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0.278,0,0,0,0,0,1.71,0,0,0.115,0,0,0,0,0,0,0,0.093,0,0.422,0.044,0.073,0,0,0,0,0.045,0.065,0,1.19,0.55,0.18,0,0,0,0,0,0,0.09,0.488,0.138,0.582,0,0,0.57,0,0,0,0,0,0.302,0,0.106,0,0,0,0,0,2,10.8,0.139,0,2.59,3.35,0,0.408,1.64,1.04,0.084,0.095
NJ_WODU_03_LC,0.0193,7.7300000000000005e-07,2.87e-7,2.07,0.036000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0.039,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0.079,0,0,0,0,0,0.545,0,0,0.034,0,0,0,0,0,0,0,0,0,0.121,0,0,0,0,0,0,0,0,0,0.257,0.205,0.048,0,0,0,0,0,0,0,0,0,0.08,0,0,0.095,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,2.56,0.057,0,0.631,1.03,0,0,0,0.351,0,0
NJ_WODU_11_AD,0.0343,1.37e-6,5.1e-7,3.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093,0.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0.055,0,0,0,0,0,0,0,0,0,0.448,0,0,0,0,0.112,0,0,0,0,0,0.805,0,0,0.053,0,0,0,0,0,0,0,0.031,0,0.216,0,0,0,0,0,0,0,0,0,0.54,0.247,0.121,0,0,0,0,0,0,0,0.183,0.112,0.22,0,0,0.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,5.26,0.06,0,1.12,1.5,0,0,0.517,0.479,0,0
NJ_ABDU_30_AD,0.605,2.42e-5,8.98e-6,64.8,0.319,0.045,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706,0,0,0.029,0,0,0.173,0,0,0,0,0,0.06,0,0,0,0.586,0,0,0.097,0,0,0,0.247,0,0,1,0,0.118,1.27,0,0,0.085,0.066,0.202,0,0,0,0,0,0,2.97,7.09,0.468,0.198,0.39,0,0,0.176,0.086,0,0.11,0,0,0.128,0,0,0,0.453,0,0.199,0,0.644,0,0.305,0.202,0,0,0,3.44,1.36,0,0.267,0,0.155,0.208,0,0.099,0,0.242,9.27,1.08,0,0.177,0,2,0.156,0,0,0.202,0,10.8,0.047,0,0.925,0.251,0.79,0.103,0,0.09,0,0.065,0.425,0,1.76,0.2,0.287,0,0.211,0.042,0,0.509,0.311,0.032,2.64,2.9,0.682,0,0.046,0,0,0.098,0,0.307,0.967,0.291,1.03,0,0,1.28,0,0.067,0.189,0,0.079,0.564,0,0.207,0,0,0,2.79,0,36.4,30.5,0.34,0.04,9.95,28.6,0,0.771,3.82,16.6,3.73,0.908
NJ_AGWT_01_AD,2.65,1.06e-4,3.94e-5,284,2.539,0,0,0,0,0,0,0.287,0,0,0,0.02300000000000002,0,0,0,0,0,0,0,0,0.044,0.076,9.98,0,0,0.904,0,0,0.985,0.189,0,0,0.438,0.092,1.25,0.18,0,0,5.69,0,0,1.38,0,0,0,1.61,0,0,7.87,0,0.709,14.4,0,0,1.65,0.461,1.39,0,0,0,0.138,0,0,7.09,19,1.58,1.08,1.47,0,0,0.467,0.479,0,0.395,0.161,0,0.487,0,0,0.068,2.32,0.207,0.581,0,3.11,0.212,1.53,1.55,0,0,0,13.9,3.05,0.09,0.646,0,0.06,0.688,0,0.471,0.077,0.603,23.2,3.7,0,0.537,0,7.32,0.563,0.044,0,0.948,0,37.9,0.406,0.093,1.91,0.573,2.18,0.563,0,0.266,0,0.112,1.08,0,8.89,1.44,1.05,0,0.828,0.178,0.053,1.74,1.14,0.127,23.5,15,5.32,0,0.089,0,0,0.319,0.352,1.38,5.85,1.83,7.64,0.255,0.22,5.86,0,0.302,0.717,0,0.281,4.2,0.514,1.31,0,0,0,41.4,0,147,226,2.56,0.287,61.4,87,0,6.02,22.7,55.3,37.1,11.9
NJ_AGWT_01_LC,1.11,4.44e-5,1.65e-5,119,9.768999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468,0,0,0.057,0,0,0,0,0,0,0.081,0,0.049,0,0,0,0.192,0,0,0.044,0,0,0,0.098,0,0,0.498,0,0.055,0.772,0,0,0.054,0,0.268,0,0.061,0,0,0,0,1.17,4.08,0.249,0.076,0.182,0,0,0.048,0.065,0,0.06,0,0,0.13,0,0,0,0.338,0,0,0,0.344,0,0.055,0.053,0,0,0,2.07,0.967,0,0.156,0,0.138,0.169,0,0.04,0,0.067,6.67,0.568,0,0,0,2.94,0.171,0.038,0,0.055,0,19.4,0.221,0.025,0.613,0.344,0.288,0.216,0,0.173,0,0,0.63,0,3.6,0.467,0.486,0,0.112,0.094,0,0.481,0.27,0,10.3,5.92,2.42,0,0,0,0.079,0.246,0.123,0.646,4.76,0.979,6.9,0.628,0.168,5.16,0,0.442,0.709,0,0.198,13.2,1.94,4.33,0,0,0,2,0,20.7,97.9,9.79,0,25.1,33.8,0,19.5,19.7,8.68,1.84,0.525
NJ_CAGO_01_AD,0.0317,1.27e-6,4.71e-7,3.4,0.39799999999999996,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0.039,0,0,0.059,0,0,0,0,0,0,0.04,0.03,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0.084,0.221,0,0,0,0,0.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079,0,0,0,0,0,0,0,0.057,0,0,0,0,0,0,0,0,0,0.319,0.085,0,0,0,0.075,0,0,0,0,0,0.433,0,0,0.041,0,0,0,0,0,0,0,0,0,0.111,0,0,0,0,0,0,0.04,0,0,0.239,0.145,0.052,0,0,0,0,0,0,0,0.08,0,0.112,0,0,0.138,0,0.015,0.027,0,0,0.368,0.053,0.13,0,0,0,0.16,0,0,2.41,0.419,0,0.587,1.01,0,0.551,0.357,0.221,0.215,0.042
NJ_CAGO_30_AD,0.0496,1.98e-6,7.36e-7,5.31,0.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,0.072,0,0,0,0,0,0,0,0,0,0.461,0,0,0,0,0.154,0,0,0,0,0,0.796,0,0,0.045,0,0,0,0,0,0,0,0,0,0.192,0,0,0,0,0,0,0.048,0,0,0.459,0.368,0.11,0,0,0,0,0,0,0,0.22,0.085,0.42,0,0,0.379,0,0.049,0.098,0,0,0.421,0.075,0.2,0,0,0,0,0,1.63,4.57,0.254,0,1.13,1.53,0,0.696,1.2,0.462,0.042,0
NJ_MALL_01_AD,0.0185,7.39e-7,2.74e-7,1.98,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0.136,0,0,0,0,0.053,0,0,0,0,0,0.401,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0,0,0,0,0,0,0,0,0,0.142,0.179,0.045,0,0,0,0,0.032,0,0,0.237,0,0.216,0,0,0.268,0,0,0,0,0,0.242,0,0.113,0,0,0,0,0,0,1.67,0.221,0,0.458,0.59,0,0.113,0.453,0.146,0,0
NJ_MALL_10_AD,1.07,4.29e-5,1.59e-5,115,1.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158,0,0,0,0,0,0,0.14,0,0,1.18,0,0.085,1.06,0,0,0,0,0.233,0,0,0,0,0,0,2.62,9.27,0.366,0,0.291,0,0,0.106,0,0,0.092,0,0,0.27,0,0,0,0.433,0,0,0,0.295,0,0.078,0,0,0,0,3.4,1.64,0,0.158,0,0,0.286,0,0,0,0.098,11.2,0.437,0,0,0,4.28,0.181,0,0,0,0,25.9,0.127,0,0.827,0.441,0.525,0.292,0,0.183,0,0,0.823,0,3.79,0.615,0.415,0,0.068,0.074,0,0.665,0.541,0,10.1,7.64,2.73,0,0,0,0.035,0.202,0.116,0.696,3.69,0.832,4.26,0.32,0.07,4,0,0.314,1.02,0,0.108,2.45,0.548,1.26,0,0,0,2.5,0,34,99.7,1.47,0,27.6,47,0,4.26,14.4,16.6,2.86,0.659
NJ_MALL_11_AD,0.4,1.6e-5,5.95e-6,42.9,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0,0.657,0,0,0.271,0,0,0,0,0,0,0.032,0,0,0,0,1.68,3.87,0.124,0,0.123,0,0,0.138,0,0,0.071,0,0,0.071,0,0,0,0.085,0,0,0,0.086,0,0.057,0,0,0,0,1.21,0.885,0,0.095,0,0,0.088,0,0,0,0.141,5.25,0.186,0,0,0,1.14,0.048,0,0,0,0,6.47,0,0,0.588,0.165,0.398,0.08,0,0.056,0,0,0.285,0,1.81,0.19,0.22,0,0.07,0.044,0,0.259,0.153,0,4.15,2.11,0.709,0,0,0,0,0.064,0.051,0.214,1.08,0.4,1.76,0.043,0,1.63,0,0.065,0.253,0,0.043,1.35,0.173,0.522,0,0,0,1.12,0,12.1,40,0.996,0,10,15.9,0,2.05,5.19,7.52,0.96,0.294
