,TagNo,LabNo,SPP,Sex,Weight,Condition,Analysis_Date,Analysis_Time,Sample_Type,Analyte,Result,Detect,Result_Qualifier,Result_Unit,LOQ,Reporting_Limit,SDG,Remarks,CAS_Number,Location,Length,Sample_Date,Sample_ID,Prep
6608,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,6PCB161,NA,N,U,ng/g,0.458,0.0325,WG87204,NA,74472-43-8,NA,NA,21-Oct-21,2,NA
6609,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,6PCB162,NA,N,U,ng/g,0.458,0.0535,WG87204,NA,39635-34-2,NA,NA,21-Oct-21,2,NA
6610,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,6PCB165,NA,N,U,ng/g,0.458,0.0325,WG87204,NA,74472-46-1,NA,NA,21-Oct-21,2,NA
6611,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,6PCB166,NA,N,U,ng/g,0.458,0.0535,WG87204,NA,41411-63-6,NA,NA,21-Oct-21,2,NA
6612,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,6PCB167,NA,N,U,ng/g,0.458,0.04,WG87204,NA,52663-72-6,NA,NA,21-Oct-21,2,NA
6613,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,6PCB169,NA,N,U,ng/g,0.465,0.0419,WG87204,NA,32774-16-6,NA,NA,21-Oct-21,2,NA
6614,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,7PCB170+190,0.087,Y,C J,ng/g,0.458,0.0486,WG87204,NA,35065-30-6,NA,NA,21-Oct-21,2,NA
6615,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,7PCB171,NA,N,U,ng/g,0.458,0.0485,WG87204,NA,52663-71-5,NA,NA,21-Oct-21,2,NA
6616,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,7PCB172+192,NA,N,C U,ng/g,0.458,0.0485,WG87204,NA,52663-74-8,NA,NA,21-Oct-21,2,NA
6617,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,7PCB173,NA,N,U,ng/g,0.458,0.0485,WG87204,NA,68194-16-1,NA,NA,21-Oct-21,2,NA
6618,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,7PCB174+181,NA,N,C U,ng/g,0.458,0.0478,WG87204,NA,38411-25-5,NA,NA,21-Oct-21,2,NA
6619,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,7PCB175,NA,N,U,ng/g,0.458,0.0472,WG87204,NA,40186-70-7,NA,NA,21-Oct-21,2,NA
6620,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,7PCB176,NA,N,U,ng/g,0.458,0.0372,WG87204,NA,52663-65-7,NA,NA,21-Oct-21,2,NA
6621,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,7PCB177,NA,N,U,ng/g,0.458,0.0478,WG87204,NA,52663-70-4,NA,NA,21-Oct-21,2,NA
6622,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,7PCB178,NA,N,U,ng/g,0.458,0.0472,WG87204,NA,52663-67-9,NA,NA,21-Oct-21,2,NA
6623,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,7PCB179,NA,N,U,ng/g,0.458,0.0372,WG87204,NA,52663-64-6,NA,NA,21-Oct-21,2,NA
6624,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,7PCB180,0.229,Y,J,ng/g,0.463,0.0485,WG87204,NA,35065-29-3,NA,NA,21-Oct-21,2,NA
6625,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,7PCB182+187,0.099,Y,C J,ng/g,0.92,0.0472,WG87204,NA,60145-23-5,NA,NA,21-Oct-21,2,NA
6626,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,7PCB183,NA,N,U,ng/g,0.46,0.0478,WG87204,NA,52663-69-1,NA,NA,21-Oct-21,2,NA
6627,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,7PCB184,NA,N,U,ng/g,0.458,0.0372,WG87204,NA,74472-48-3,NA,NA,21-Oct-21,2,NA
6628,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,7PCB185,NA,N,U,ng/g,0.458,0.0478,WG87204,NA,52712-05-7,NA,NA,21-Oct-21,2,NA
6629,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,7PCB186,NA,N,U,ng/g,0.458,0.0472,WG87204,NA,74472-49-4,NA,NA,21-Oct-21,2,NA
6630,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,7PCB188,NA,N,U,ng/g,0.463,0.0372,WG87204,NA,74487-85-7,NA,NA,21-Oct-21,2,NA
6631,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,7PCB189,NA,N,U,ng/g,0.465,0.0404,WG87204,NA,39635-31-9,NA,NA,21-Oct-21,2,NA
6632,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,7PCB191,NA,N,U,ng/g,0.458,0.0485,WG87204,NA,74472-50-7,NA,NA,21-Oct-21,2,NA
6633,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,7PCB193,NA,N,U,ng/g,0.458,0.0485,WG87204,NA,69782-91-8,NA,NA,21-Oct-21,2,NA
6634,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,8PCB194,NA,N,U,ng/g,0.464,0.117,WG87204,NA,35694-08-7,NA,NA,21-Oct-21,2,NA
6635,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,8PCB195,NA,N,U,ng/g,0.455,0.117,WG87204,NA,52663-78-2,NA,NA,21-Oct-21,2,NA
6636,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,8PCB196+203,NA,N,C U,ng/g,0.462,0.114,WG87204,NA,42740-50-1,NA,NA,21-Oct-21,2,NA
6637,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,8PCB197,NA,N,U,ng/g,0.455,0.0802,WG87204,NA,33091-17-7,NA,NA,21-Oct-21,2,NA
6638,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,8PCB198,NA,N,U,ng/g,0.455,0.114,WG87204,NA,68194-17-2,NA,NA,21-Oct-21,2,NA
6639,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,8PCB199,NA,N,U,ng/g,0.455,0.114,WG87204,NA,52663-75-9,NA,NA,21-Oct-21,2,NA
6640,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,8PCB200,NA,N,U,ng/g,0.455,0.0802,WG87204,NA,52663-73-7,NA,NA,21-Oct-21,2,NA
6641,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,8PCB201,NA,N,U,ng/g,0.455,0.0802,WG87204,NA,40186-71-8,NA,NA,21-Oct-21,2,NA
6642,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,8PCB202,NA,N,U,ng/g,0.455,0.0814,WG87204,NA,2136-99-4,NA,NA,21-Oct-21,2,NA
6643,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,8PCB204,NA,N,U,ng/g,0.463,0.0802,WG87204,NA,74472-52-9,NA,NA,21-Oct-21,2,NA
6644,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,8PCB205,NA,N,U,ng/g,0.461,0.0853,WG87204,NA,74472-53-0,NA,NA,21-Oct-21,2,NA
6645,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,9PCB206,NA,N,U,ng/g,0.459,0.0621,WG87204,NA,40186-72-9,NA,NA,21-Oct-21,2,NA
6646,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,9PCB207,NA,N,U,ng/g,0.459,0.0471,WG87204,NA,52663-79-3,NA,NA,21-Oct-21,2,NA
6647,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,9PCB208,NA,N,U,ng/g,0.464,0.0471,WG87204,NA,52663-77-1,NA,NA,21-Oct-21,2,NA
6648,NA,L40006-3,NA,NA,NA,NA,20231116,2048,Sample,10PCB209,NA,N,U,ng/g,0.462,0.0227,WG87204,NA,2051-24-3,NA,NA,21-Oct-21,2,NA
7955,NA,L40006-3,NA,NA,NA,NA,20231106,0800,Sample,% Moisture,74.3,Y,NA,%,NA,NA,WG87204,NA,NA,NA,NA,21-Oct-21,2,NA
7956,NA,L40006-3,NA,NA,NA,NA,20231106,0800,Sample,% Lipid,5.82,Y,NA,%,NA,NA,WG87204,NA,NA,NA,NA,21-Oct-21,2,NA
4111,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,Aroclor 1016,NA,N,U,ng/g,NA,0.212,WG87204,NA,12674-11-2,NA,NA,19-Oct-21,3,NA
4112,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,Aroclor 1221,NA,N,U,ng/g,NA,0.163,WG87204,NA,11104-28-2,NA,NA,19-Oct-21,3,NA
4113,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,Aroclor 1232,NA,N,U,ng/g,NA,0.354,WG87204,NA,11141-16-5,NA,NA,19-Oct-21,3,NA
4114,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,Aroclor 1242,NA,N,U,ng/g,NA,0.269,WG87204,NA,53469-21-9,NA,NA,19-Oct-21,3,NA
4115,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,Aroclor 1248,NA,N,U,ng/g,NA,0.301,WG87204,NA,12672-29-6,NA,NA,19-Oct-21,3,NA
4116,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,Aroclor 1254,1.8,Y,NA,ng/g,NA,0.636,WG87204,NA,11097-69-1,NA,NA,19-Oct-21,3,NA
4117,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,Aroclor 1260,2.03,Y,NA,ng/g,NA,0.182,WG87204,NA,11096-82-5,NA,NA,19-Oct-21,3,NA
4321,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,Total MonoCB,NA,N,U,ng/g,NA,0.051,WG87204,NA,27323-18-8,NA,NA,19-Oct-21,3,NA
4322,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,Total DiCB,NA,N,U,ng/g,NA,0.0544,WG87204,NA,25512-42-9,NA,NA,19-Oct-21,3,NA
4323,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,Total TriCB,0.066,Y,NA,ng/g,NA,0.0422,WG87204,NA,25323-68-6,NA,NA,19-Oct-21,3,NA
4324,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,Total TetraCB,0.171,Y,NA,ng/g,NA,0.0294,WG87204,NA,26914-33-0,NA,NA,19-Oct-21,3,NA
4325,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,Total PentaCB,0.812,Y,NA,ng/g,NA,0.0271,WG87204,NA,25429-29-2,NA,NA,19-Oct-21,3,NA
4326,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,Total HexaCB,1.25,Y,NA,ng/g,NA,0.0253,WG87204,NA,26601-64-9,NA,NA,19-Oct-21,3,NA
4327,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,Total HeptaCB,0.732,Y,NA,ng/g,NA,0.0232,WG87204,NA,28655-71-2,NA,NA,19-Oct-21,3,NA
4328,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,Total OctaCB,0.472,Y,NA,ng/g,NA,0.0433,WG87204,NA,55722-26-4,NA,NA,19-Oct-21,3,NA
4329,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,Total NonaCB,0.277,Y,NA,ng/g,NA,0.062,WG87204,NA,53742-07-7,NA,NA,19-Oct-21,3,NA
4330,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,DecaCB,0.175,Y,NA,ng/g,NA,0.0373,WG87204,NA,2051-24-3,NA,NA,19-Oct-21,3,NA
4331,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,TOTAL PCBs,3.95,Y,NA,ng/g,NA,0.0232,WG87204,NA,1336-36-3,NA,NA,19-Oct-21,3,NA
6649,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,1PCB1,NA,N,U,ng/g,0.453,0.0532,WG87204,NA,2051-60-7,NA,NA,19-Oct-21,3,NA
6650,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,1PCB2,NA,N,U,ng/g,0.447,0.051,WG87204,NA,2051-61-8,NA,NA,19-Oct-21,3,NA
6651,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,1PCB3,NA,N,U,ng/g,0.447,0.051,WG87204,NA,2051-62-9,NA,NA,19-Oct-21,3,NA
6652,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,2PCB4+10,NA,N,C U,ng/g,0.455,0.104,WG87204,NA,13029-08-8,NA,NA,19-Oct-21,3,NA
6653,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,2PCB5+8,NA,N,C U,ng/g,0.458,0.0544,WG87204,NA,16605-91-7,NA,NA,19-Oct-21,3,NA
6654,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,2PCB6,NA,N,U,ng/g,0.453,0.0544,WG87204,NA,25569-80-6,NA,NA,19-Oct-21,3,NA
6655,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,2PCB7+9,0.684,Y,C K B,ng/g,0.453,0.0544,WG87204,NA,33284-50-3,NA,NA,19-Oct-21,3,NA
6656,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,2PCB11,NA,N,U,ng/g,0.453,0.0544,WG87204,NA,2050-67-1,NA,NA,19-Oct-21,3,NA
6657,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,2PCB12+13,NA,N,C U,ng/g,0.453,0.0544,WG87204,NA,2974-92-7,NA,NA,19-Oct-21,3,NA
6658,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,2PCB14,NA,N,U,ng/g,0.453,0.0544,WG87204,NA,34883-41-5,NA,NA,19-Oct-21,3,NA
6659,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,2PCB15,NA,N,U,ng/g,0.453,0.0587,WG87204,NA,2050-68-2,NA,NA,19-Oct-21,3,NA
6660,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,3PCB16+32,NA,N,C U,ng/g,0.448,0.0708,WG87204,NA,38444-78-9,NA,NA,19-Oct-21,3,NA
6661,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,3PCB17,NA,N,U,ng/g,0.448,0.0708,WG87204,NA,37680-66-3,NA,NA,19-Oct-21,3,NA
6662,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,3PCB18,NA,N,U,ng/g,0.455,0.0708,WG87204,NA,37680-65-2,NA,NA,19-Oct-21,3,NA
6663,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,3PCB19,NA,N,U,ng/g,0.455,0.0812,WG87204,NA,38444-73-4,NA,NA,19-Oct-21,3,NA
6664,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,3PCB20+21+33,NA,N,C U,ng/g,0.448,0.0422,WG87204,NA,38444-84-7,NA,NA,19-Oct-21,3,NA
6665,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,3PCB22,NA,N,U,ng/g,0.448,0.0422,WG87204,NA,38444-85-8,NA,NA,19-Oct-21,3,NA
6666,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,3PCB23+34,NA,N,C U,ng/g,0.448,0.0422,WG87204,NA,55720-44-0,NA,NA,19-Oct-21,3,NA
6667,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,3PCB24+27,NA,N,C U,ng/g,0.448,0.0708,WG87204,NA,55702-45-9,NA,NA,19-Oct-21,3,NA
6668,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,3PCB25,NA,N,U,ng/g,0.448,0.0422,WG87204,NA,55712-37-3,NA,NA,19-Oct-21,3,NA
6669,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,3PCB26,NA,N,U,ng/g,0.448,0.0422,WG87204,NA,38444-81-4,NA,NA,19-Oct-21,3,NA
6670,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,3PCB28,0.066,Y,J,ng/g,0.454,0.0485,WG87204,NA,7012-37-5,NA,NA,19-Oct-21,3,NA
6671,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,3PCB29,NA,N,U,ng/g,0.448,0.0422,WG87204,NA,15862-07-4,NA,NA,19-Oct-21,3,NA
6672,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,3PCB30,NA,N,U,ng/g,0.448,0.0708,WG87204,NA,35693-92-6,NA,NA,19-Oct-21,3,NA
6673,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,3PCB31,NA,N,U,ng/g,0.448,0.0422,WG87204,NA,16606-02-3,NA,NA,19-Oct-21,3,NA
6674,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,3PCB35,NA,N,U,ng/g,0.448,0.0494,WG87204,NA,37680-69-6,NA,NA,19-Oct-21,3,NA
6675,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,3PCB36,NA,N,U,ng/g,0.448,0.0422,WG87204,NA,38444-87-0,NA,NA,19-Oct-21,3,NA
6676,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,3PCB37,NA,N,U,ng/g,0.454,0.0494,WG87204,NA,38444-90-5,NA,NA,19-Oct-21,3,NA
6677,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,3PCB38,NA,N,U,ng/g,0.448,0.0494,WG87204,NA,53555-66-1,NA,NA,19-Oct-21,3,NA
6678,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,3PCB39,NA,N,U,ng/g,0.448,0.0422,WG87204,NA,38444-88-1,NA,NA,19-Oct-21,3,NA
6679,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,4PCB40,NA,N,U,ng/g,0.449,0.0602,WG87204,NA,38444-93-8,NA,NA,19-Oct-21,3,NA
6680,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,4PCB41+64+68+71,NA,N,C U,ng/g,0.449,0.0548,WG87204,NA,52663-59-9,NA,NA,19-Oct-21,3,NA
6681,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,4PCB42+59,NA,N,C U,ng/g,0.449,0.0548,WG87204,NA,36559-22-5,NA,NA,19-Oct-21,3,NA
6682,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,4PCB43+49,NA,N,C U,ng/g,0.453,0.0412,WG87204,NA,70362-46-8,NA,NA,19-Oct-21,3,NA
6683,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,4PCB44,NA,N,U,ng/g,0.453,0.0548,WG87204,NA,41464-39-5,NA,NA,19-Oct-21,3,NA
6684,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,4PCB45,NA,N,U,ng/g,0.449,0.0479,WG87204,NA,70362-45-7,NA,NA,19-Oct-21,3,NA
6685,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,4PCB46,NA,N,U,ng/g,0.449,0.0479,WG87204,NA,41464-47-5,NA,NA,19-Oct-21,3,NA
6686,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,4PCB47+48+75,NA,N,C U,ng/g,0.449,0.0479,WG87204,NA,2437-79-8,NA,NA,19-Oct-21,3,NA
6687,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,4PCB50,NA,N,U,ng/g,0.449,0.0397,WG87204,NA,62796-65-0,NA,NA,19-Oct-21,3,NA
6688,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,4PCB51,NA,N,U,ng/g,0.449,0.0479,WG87204,NA,68194-04-7,NA,NA,19-Oct-21,3,NA
6689,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,4PCB52+73,NA,N,C U,ng/g,0.45,0.0479,WG87204,NA,35693-99-3,NA,NA,19-Oct-21,3,NA
6690,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,4PCB53,NA,N,U,ng/g,0.449,0.0479,WG87204,NA,41464-41-9,NA,NA,19-Oct-21,3,NA
6691,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,4PCB54,NA,N,U,ng/g,0.453,0.0397,WG87204,NA,15968-05-5,NA,NA,19-Oct-21,3,NA
6692,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,4PCB55,NA,N,U,ng/g,0.449,0.0294,WG87204,NA,74338-24-2,NA,NA,19-Oct-21,3,NA
6693,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,4PCB56+60,NA,N,C U,ng/g,0.453,0.0294,WG87204,NA,41464-43-1,NA,NA,19-Oct-21,3,NA
6694,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,4PCB57,NA,N,U,ng/g,0.449,0.0602,WG87204,NA,70424-67-8,NA,NA,19-Oct-21,3,NA
6695,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,4PCB58,NA,N,U,ng/g,0.449,0.0602,WG87204,NA,41464-49-7,NA,NA,19-Oct-21,3,NA
6696,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,4PCB61+74,0.072,Y,C J,ng/g,0.449,0.0299,WG87204,NA,33284-53-6,NA,NA,19-Oct-21,3,NA
6697,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,4PCB62+65,NA,N,C U,ng/g,0.449,0.0479,WG87204,NA,54230-22-7,NA,NA,19-Oct-21,3,NA
6698,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,4PCB63,NA,N,U,ng/g,0.449,0.0299,WG87204,NA,74472-34-7,NA,NA,19-Oct-21,3,NA
6699,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,4PCB66+80,0.099,Y,C J,ng/g,0.45,0.0299,WG87204,NA,32598-10-0,NA,NA,19-Oct-21,3,NA
6700,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,4PCB67,NA,N,U,ng/g,0.449,0.0602,WG87204,NA,73575-53-8,NA,NA,19-Oct-21,3,NA
6701,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,4PCB69,NA,N,U,ng/g,0.449,0.0479,WG87204,NA,60233-24-1,NA,NA,19-Oct-21,3,NA
6702,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,4PCB70+76,NA,N,C U,ng/g,0.449,0.0299,WG87204,NA,32598-11-1,NA,NA,19-Oct-21,3,NA
6703,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,4PCB72,NA,N,U,ng/g,0.449,0.0548,WG87204,NA,41464-42-0,NA,NA,19-Oct-21,3,NA
6704,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,4PCB77,NA,N,U,ng/g,0.449,0.0384,WG87204,NA,32598-13-3,NA,NA,19-Oct-21,3,NA
6705,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,4PCB78,NA,N,U,ng/g,0.449,0.0384,WG87204,NA,70362-49-1,NA,NA,19-Oct-21,3,NA
6706,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,4PCB79,NA,N,U,ng/g,0.449,0.0384,WG87204,NA,41464-48-6,NA,NA,19-Oct-21,3,NA
6707,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,4PCB81,NA,N,U,ng/g,0.449,0.0384,WG87204,NA,70362-50-4,NA,NA,19-Oct-21,3,NA
6708,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,5PCB82,NA,N,U,ng/g,0.449,0.0636,WG87204,NA,52663-62-4,NA,NA,19-Oct-21,3,NA
6709,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,5PCB83+108,NA,N,C U,ng/g,0.449,0.0406,WG87204,NA,60145-20-2,NA,NA,19-Oct-21,3,NA
6710,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,5PCB84,NA,N,U,ng/g,0.449,0.0366,WG87204,NA,52663-60-2,NA,NA,19-Oct-21,3,NA
6711,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,5PCB85+120,NA,N,C U,ng/g,0.449,0.0636,WG87204,NA,65510-45-4,NA,NA,19-Oct-21,3,NA
6712,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,5PCB86+97,NA,N,C U,ng/g,0.449,0.0636,WG87204,NA,55312-69-1,NA,NA,19-Oct-21,3,NA
6713,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,5PCB87+115+116,NA,N,C U,ng/g,0.455,0.0636,WG87204,NA,38380-02-8,NA,NA,19-Oct-21,3,NA
6714,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,5PCB88+121,NA,N,C U,ng/g,0.449,0.0397,WG87204,NA,55215-17-3,NA,NA,19-Oct-21,3,NA
6715,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,5PCB89+90+101,NA,N,C U,ng/g,0.449,0.0366,WG87204,NA,73575-57-2,NA,NA,19-Oct-21,3,NA
6716,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,5PCB91,NA,N,U,ng/g,0.449,0.0397,WG87204,NA,68194-05-8,NA,NA,19-Oct-21,3,NA
6717,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,5PCB92,NA,N,U,ng/g,0.449,0.0366,WG87204,NA,52663-61-3,NA,NA,19-Oct-21,3,NA
6718,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,5PCB93+95,NA,N,C U,ng/g,0.452,0.0397,WG87204,NA,73575-56-1,NA,NA,19-Oct-21,3,NA
6719,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,5PCB94,NA,N,U,ng/g,0.449,0.0397,WG87204,NA,73575-55-0,NA,NA,19-Oct-21,3,NA
6720,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,5PCB96,NA,N,U,ng/g,0.449,0.0397,WG87204,NA,73575-54-9,NA,NA,19-Oct-21,3,NA
6721,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,5PCB98+102,NA,N,C U,ng/g,0.449,0.0397,WG87204,NA,60233-25-2,NA,NA,19-Oct-21,3,NA
6722,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,5PCB99,0.18,Y,J,ng/g,0.451,0.0337,WG87204,NA,38380-01-7,NA,NA,19-Oct-21,3,NA
6723,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,5PCB100,NA,N,U,ng/g,0.449,0.0397,WG87204,NA,39485-83-1,NA,NA,19-Oct-21,3,NA
6724,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,5PCB103,NA,N,U,ng/g,0.449,0.0397,WG87204,NA,60145-21-3,NA,NA,19-Oct-21,3,NA
6725,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,5PCB104,NA,N,U,ng/g,0.449,0.0271,WG87204,NA,56558-16-8,NA,NA,19-Oct-21,3,NA
6726,NA,L40006-4  (A),NA,NA,NA,NA,20231116,2142,Sample,5PCB105+127,0.186,Y,C J,ng/g,0.449,0.0431,WG87204,NA,32598-14-4,NA,NA,19-Oct-21,3,NA
