TagNo,LabNo,SPP,Sex,Weight,Condition,Analysis_Date,Analysis_Time,Sample_Type,Analyte,Result,Detect,Result_Qualifier,Result_Unit,LOQ,Reporting_Limit,SDG,Remarks,CAS_Number,Location,Length,Sample_Date,Sample_ID,Prep
NA,L40006-45,NA,NA,NA,NA,20231108,0314,Sample,PFHxS,NA,N,U,ng/g,0.381,0.0952,WG87321,NA,108427-53-8,NA,NA,17-Oct-21,131-1,NA
NA,L40006-45,NA,NA,NA,NA,20231108,0314,Sample,PFHpS,NA,N,U,ng/g,0.381,0.0952,WG87321,NA,146689-46-5,NA,NA,17-Oct-21,131-1,NA
NA,L40006-45,NA,NA,NA,NA,20231108,0314,Sample,PFOS,3.08,Y,NA,ng/g,0.381,0.0952,WG87321,NA,45298-90-6,NA,NA,17-Oct-21,131-1,NA
NA,L40006-45,NA,NA,NA,NA,20231108,0314,Sample,PFNS,NA,N,U,ng/g,0.381,0.0952,WG87321,NA,474511-07-4,NA,NA,17-Oct-21,131-1,NA
NA,L40006-45,NA,NA,NA,NA,20231108,0314,Sample,PFDS,NA,N,U,ng/g,0.381,0.0952,WG87321,NA,126105-34-8,NA,NA,17-Oct-21,131-1,NA
NA,L40006-45,NA,NA,NA,NA,20231108,0314,Sample,PFDoS,NA,N,U,ng/g,0.381,0.0952,WG87321,NA,343629-43-6,NA,NA,17-Oct-21,131-1,NA
NA,L40006-45,NA,NA,NA,NA,20231108,0314,Sample,4:2 FTS,NA,N,U,ng/g,1.52,0.381,WG87321,NA,414911-30-1,NA,NA,17-Oct-21,131-1,NA
NA,L40006-45,NA,NA,NA,NA,20231108,0314,Sample,6:2 FTS,0.412,Y,J,ng/g,8.24,0.343,WG87321,NA,425670-75-3,NA,NA,17-Oct-21,131-1,NA
NA,L40006-45,NA,NA,NA,NA,20231108,0314,Sample,8:2 FTS,NA,N,U,ng/g,1.52,0.324,WG87321,NA,481071-78-7,NA,NA,17-Oct-21,131-1,NA
NA,L40006-45,NA,NA,NA,NA,20231108,0314,Sample,PFOSA,NA,N,U,ng/g,0.381,0.0952,WG87321,NA,754-91-6,NA,NA,17-Oct-21,131-1,NA
NA,L40006-45,NA,NA,NA,NA,20231108,0314,Sample,N-MeFOSA,0.105,Y,J,ng/g,0.438,0.0952,WG87321,NA,31506-32-8,NA,NA,17-Oct-21,131-1,NA
NA,L40006-45,NA,NA,NA,NA,20231108,0314,Sample,N-EtFOSA,NA,N,U,ng/g,0.952,0.267,WG87321,NA,4151-50-2,NA,NA,17-Oct-21,131-1,NA
NA,L40006-45,NA,NA,NA,NA,20231108,0314,Sample,MeFOSAA,NA,N,U,ng/g,0.381,0.0952,WG87321,NA,2355-31-9,NA,NA,17-Oct-21,131-1,NA
NA,L40006-45,NA,NA,NA,NA,20231108,0314,Sample,EtFOSAA,NA,N,U,ng/g,0.381,0.0952,WG87321,NA,2991-50-6,NA,NA,17-Oct-21,131-1,NA
NA,L40006-45,NA,NA,NA,NA,20231108,0314,Sample,N-MeFOSE,NA,N,U,ng/g,10.5,0.952,WG87321,NA,24448-09-7,NA,NA,17-Oct-21,131-1,NA
NA,L40006-45,NA,NA,NA,NA,20231108,0314,Sample,N-EtFOSE,12.9,Y,K,ng/g,2.86,0.952,WG87321,NA,1691-99-2,NA,NA,17-Oct-21,131-1,NA
NA,L40006-45,NA,NA,NA,NA,20231108,0314,Sample,HFPO-DA,NA,N,U,ng/g,1.45,0.381,WG87321,NA,122499-17-6,NA,NA,17-Oct-21,131-1,NA
NA,L40006-45,NA,NA,NA,NA,20231108,0314,Sample,ADONA,NA,N,U,ng/g,1.52,0.381,WG87321,NA,2127366-90-7,NA,NA,17-Oct-21,131-1,NA
NA,L40006-45,NA,NA,NA,NA,20231108,0314,Sample,9Cl-PF3ONS,NA,N,U,ng/g,1.52,0.382,WG87321,NA,1621485-21-9,NA,NA,17-Oct-21,131-1,NA
NA,L40006-45,NA,NA,NA,NA,20231108,0314,Sample,11Cl-PF3OUdS,NA,N,U,ng/g,1.52,0.381,WG87321,NA,2196242-82-5,NA,NA,17-Oct-21,131-1,NA
NA,L40006-45,NA,NA,NA,NA,20231108,0314,Sample,3:3 FTCA,NA,N,U H,ng/g,1.52,0.381,WG87321,NA,1169706-83-5,NA,NA,17-Oct-21,131-1,NA
NA,L40006-45,NA,NA,NA,NA,20231108,0314,Sample,5:3 FTCA,NA,N,U,ng/g,9.52,2.38,WG87321,NA,1799325-94-2,NA,NA,17-Oct-21,131-1,NA
NA,L40006-45,NA,NA,NA,NA,20231108,0314,Sample,7:3 FTCA,NA,N,U,ng/g,9.52,2.38,WG87321,NA,1799325-95-3,NA,NA,17-Oct-21,131-1,NA
NA,L40006-45,NA,NA,NA,NA,20231108,0314,Sample,PFEESA,NA,N,U,ng/g,0.381,0.0952,WG87321,NA,220689-13-4,NA,NA,17-Oct-21,131-1,NA
NA,L40006-45,NA,NA,NA,NA,20231108,0314,Sample,PFMPA,NA,N,U,ng/g,0.762,0.19,WG87321,NA,NA,NA,NA,17-Oct-21,131-1,NA
NA,L40006-45,NA,NA,NA,NA,20231108,0314,Sample,PFMBA,NA,N,U,ng/g,0.381,0.0952,WG87321,NA,1432017-36-1,NA,NA,17-Oct-21,131-1,NA
NA,L40006-45,NA,NA,NA,NA,20231108,0314,Sample,NFDHA,NA,N,U H,ng/g,1.67,0.19,WG87321,NA,39187-41-2,NA,NA,17-Oct-21,131-1,NA
NA,L40006-45,NA,NA,NA,NA,20231025,0800,Sample,% Moisture,100,Y,NA,%,NA,NA,WG87321,NA,NA,NA,NA,17-Oct-21,131-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,PFBA,NA,N,U,ng/g,1.36,0.34,WG87321,NA,45048-62-2,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,PFPeA,NA,N,U,ng/g,0.681,0.17,WG87321,NA,45167-47-3,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,PFHxA,NA,N,U,ng/g,0.34,0.0851,WG87321,NA,92612-52-7,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,PFHpA,NA,N,U,ng/g,0.34,0.0851,WG87321,NA,120885-29-2,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,PFOA,NA,N,U,ng/g,0.34,0.0851,WG87321,NA,45285-51-6,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,PFNA,0.238,Y,K J,ng/g,0.34,0.0851,WG87321,NA,72007-68-2,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,PFDA,NA,N,U,ng/g,0.34,0.0851,WG87321,NA,73829-36-4,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,PFUnA,NA,N,U,ng/g,0.34,0.0851,WG87321,NA,196859-54-8,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,PFDoA,NA,N,U,ng/g,0.34,0.0681,WG87321,NA,171978-95-3,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,PFTrDA,NA,N,U,ng/g,0.34,0.103,WG87321,NA,862374-87-6,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,PFTeDA,NA,N,U,ng/g,0.34,0.0851,WG87321,NA,365971-87-5,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,PFBS,NA,N,U,ng/g,0.34,0.0851,WG87321,NA,45187-15-3,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,PFPeS,NA,N,U,ng/g,0.34,0.0855,WG87321,NA,175905-36-9,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,PFHxS,NA,N,U,ng/g,0.34,0.0851,WG87321,NA,108427-53-8,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,PFHpS,NA,N,U,ng/g,0.34,0.0851,WG87321,NA,146689-46-5,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,PFOS,0.481,Y,NA,ng/g,0.34,0.0851,WG87321,NA,45298-90-6,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,PFNS,NA,N,U,ng/g,0.34,0.0851,WG87321,NA,474511-07-4,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,PFDS,NA,N,U,ng/g,0.34,0.0851,WG87321,NA,126105-34-8,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,PFDoS,NA,N,U,ng/g,0.34,0.0851,WG87321,NA,343629-43-6,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,4:2 FTS,NA,N,U,ng/g,1.36,0.34,WG87321,NA,414911-30-1,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,6:2 FTS,NA,N,U,ng/g,7.37,0.306,WG87321,NA,425670-75-3,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,8:2 FTS,NA,N,U,ng/g,1.36,0.289,WG87321,NA,481071-78-7,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,PFOSA,NA,N,U,ng/g,0.34,0.0851,WG87321,NA,754-91-6,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,N-MeFOSA,NA,N,U,ng/g,0.391,0.0851,WG87321,NA,31506-32-8,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,N-EtFOSA,NA,N,U,ng/g,0.851,0.238,WG87321,NA,4151-50-2,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,MeFOSAA,NA,N,U,ng/g,0.34,0.0851,WG87321,NA,2355-31-9,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,EtFOSAA,NA,N,U,ng/g,0.34,0.0851,WG87321,NA,2991-50-6,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,N-MeFOSE,NA,N,U,ng/g,9.34,0.851,WG87321,NA,24448-09-7,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,N-EtFOSE,12.8,Y,K,ng/g,2.55,0.851,WG87321,NA,1691-99-2,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,HFPO-DA,NA,N,U,ng/g,1.29,0.34,WG87321,NA,122499-17-6,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,ADONA,NA,N,U,ng/g,1.36,0.34,WG87321,NA,2127366-90-7,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,9Cl-PF3ONS,NA,N,U,ng/g,1.36,0.341,WG87321,NA,1621485-21-9,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,11Cl-PF3OUdS,NA,N,U,ng/g,1.36,0.341,WG87321,NA,2196242-82-5,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,3:3 FTCA,NA,N,U H,ng/g,1.36,0.34,WG87321,NA,1169706-83-5,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,5:3 FTCA,NA,N,U,ng/g,8.51,2.13,WG87321,NA,1799325-94-2,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,7:3 FTCA,NA,N,U,ng/g,8.51,2.13,WG87321,NA,1799325-95-3,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,PFEESA,NA,N,U,ng/g,0.34,0.0851,WG87321,NA,220689-13-4,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,PFMPA,NA,N,U,ng/g,0.681,0.17,WG87321,NA,NA,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,PFMBA,NA,N,U,ng/g,0.34,0.0851,WG87321,NA,1432017-36-1,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231108,0353,Sample,NFDHA,NA,N,U H,ng/g,1.49,0.17,WG87321,NA,39187-41-2,NA,NA,3-Nov-21,132-1,NA
NA,L40006-46,NA,NA,NA,NA,20231025,0800,Sample,% Moisture,100,Y,NA,%,NA,NA,WG87321,NA,NA,NA,NA,3-Nov-21,132-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,PFBA,NA,N,U,ng/g,1.55,0.388,WG87321,NA,45048-62-2,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,PFPeA,NA,N,U,ng/g,0.777,0.194,WG87321,NA,45167-47-3,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,PFHxA,NA,N,U,ng/g,0.388,0.0971,WG87321,NA,92612-52-7,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,PFHpA,NA,N,U,ng/g,0.388,0.0971,WG87321,NA,120885-29-2,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,PFOA,NA,N,U,ng/g,0.388,0.0971,WG87321,NA,45285-51-6,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,PFNA,0.267,Y,K J,ng/g,0.388,0.0971,WG87321,NA,72007-68-2,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,PFDA,0.12,Y,K J,ng/g,0.388,0.0971,WG87321,NA,73829-36-4,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,PFUnA,0.138,Y,K B J,ng/g,0.388,0.0971,WG87321,NA,196859-54-8,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,PFDoA,NA,N,U,ng/g,0.388,0.0777,WG87321,NA,171978-95-3,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,PFTrDA,0.221,Y,J,ng/g,0.388,0.0971,WG87321,NA,862374-87-6,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,PFTeDA,NA,N,U,ng/g,0.388,0.12,WG87321,NA,365971-87-5,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,PFBS,NA,N,U,ng/g,0.388,0.0971,WG87321,NA,45187-15-3,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,PFPeS,NA,N,U,ng/g,0.388,0.0976,WG87321,NA,175905-36-9,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,PFHxS,NA,N,U,ng/g,0.388,0.0971,WG87321,NA,108427-53-8,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,PFHpS,NA,N,U,ng/g,0.388,0.0971,WG87321,NA,146689-46-5,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,PFOS,1.14,Y,NA,ng/g,0.388,0.0971,WG87321,NA,45298-90-6,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,PFNS,NA,N,U,ng/g,0.388,0.0971,WG87321,NA,474511-07-4,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,PFDS,NA,N,U,ng/g,0.388,0.0971,WG87321,NA,126105-34-8,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,PFDoS,NA,N,U,ng/g,0.388,0.0971,WG87321,NA,343629-43-6,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,4:2 FTS,NA,N,U,ng/g,1.55,0.388,WG87321,NA,414911-30-1,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,6:2 FTS,NA,N,U,ng/g,8.4,0.35,WG87321,NA,425670-75-3,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,8:2 FTS,NA,N,U,ng/g,1.55,0.33,WG87321,NA,481071-78-7,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,PFOSA,NA,N,U,ng/g,0.388,0.0971,WG87321,NA,754-91-6,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,N-MeFOSA,NA,N,U,ng/g,0.447,0.0971,WG87321,NA,31506-32-8,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,N-EtFOSA,NA,N,U,ng/g,0.971,0.272,WG87321,NA,4151-50-2,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,MeFOSAA,NA,N,U,ng/g,0.388,0.0971,WG87321,NA,2355-31-9,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,EtFOSAA,NA,N,U,ng/g,0.388,0.0971,WG87321,NA,2991-50-6,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,N-MeFOSE,NA,N,U,ng/g,10.7,0.971,WG87321,NA,24448-09-7,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,N-EtFOSE,3.96,Y,K,ng/g,2.91,0.971,WG87321,NA,1691-99-2,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,HFPO-DA,NA,N,U,ng/g,1.48,0.388,WG87321,NA,122499-17-6,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,ADONA,NA,N,U,ng/g,1.55,0.388,WG87321,NA,2127366-90-7,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,9Cl-PF3ONS,NA,N,U,ng/g,1.55,0.389,WG87321,NA,1621485-21-9,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,11Cl-PF3OUdS,NA,N,U,ng/g,1.55,0.389,WG87321,NA,2196242-82-5,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,3:3 FTCA,NA,N,U H,ng/g,1.55,0.388,WG87321,NA,1169706-83-5,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,5:3 FTCA,NA,N,U,ng/g,9.71,2.43,WG87321,NA,1799325-94-2,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,7:3 FTCA,6.43,Y,J,ng/g,9.71,2.43,WG87321,NA,1799325-95-3,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,PFEESA,NA,N,U,ng/g,0.388,0.0971,WG87321,NA,220689-13-4,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,PFMPA,NA,N,U,ng/g,0.777,0.194,WG87321,NA,NA,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,PFMBA,NA,N,U,ng/g,0.388,0.0971,WG87321,NA,1432017-36-1,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231108,0405,Sample,NFDHA,NA,N,U H,ng/g,1.7,0.194,WG87321,NA,39187-41-2,NA,NA,4-Nov-21,136-1,NA
NA,L40006-47,NA,NA,NA,NA,20231025,0800,Sample,% Moisture,100,Y,NA,%,NA,NA,WG87321,NA,NA,NA,NA,4-Nov-21,136-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,PFBA,NA,N,U,ng/g,1.14,0.285,WG87321,NA,45048-62-2,NA,NA,5-Nov-21,138-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,PFPeA,NA,N,U,ng/g,0.569,0.142,WG87321,NA,45167-47-3,NA,NA,5-Nov-21,138-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,PFHxA,NA,N,U,ng/g,0.285,0.0712,WG87321,NA,92612-52-7,NA,NA,5-Nov-21,138-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,PFHpA,NA,N,U,ng/g,0.285,0.0712,WG87321,NA,120885-29-2,NA,NA,5-Nov-21,138-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,PFOA,NA,N,U,ng/g,0.285,0.0712,WG87321,NA,45285-51-6,NA,NA,5-Nov-21,138-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,PFNA,0.082,Y,K J,ng/g,0.285,0.0712,WG87321,NA,72007-68-2,NA,NA,5-Nov-21,138-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,PFDA,NA,N,U,ng/g,0.285,0.0712,WG87321,NA,73829-36-4,NA,NA,5-Nov-21,138-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,PFUnA,NA,N,U,ng/g,0.285,0.0712,WG87321,NA,196859-54-8,NA,NA,5-Nov-21,138-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,PFDoA,NA,N,U,ng/g,0.285,0.0569,WG87321,NA,171978-95-3,NA,NA,5-Nov-21,138-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,PFTrDA,NA,N,U,ng/g,0.285,0.0712,WG87321,NA,862374-87-6,NA,NA,5-Nov-21,138-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,PFTeDA,NA,N,U,ng/g,0.285,0.0712,WG87321,NA,365971-87-5,NA,NA,5-Nov-21,138-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,PFBS,NA,N,U,ng/g,0.285,0.0712,WG87321,NA,45187-15-3,NA,NA,5-Nov-21,138-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,PFPeS,NA,N,U,ng/g,0.285,0.0715,WG87321,NA,175905-36-9,NA,NA,5-Nov-21,138-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,PFHxS,NA,N,U,ng/g,0.285,0.0712,WG87321,NA,108427-53-8,NA,NA,5-Nov-21,138-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,PFHpS,NA,N,U,ng/g,0.285,0.0712,WG87321,NA,146689-46-5,NA,NA,5-Nov-21,138-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,PFOS,0.076,Y,K J,ng/g,0.285,0.0712,WG87321,NA,45298-90-6,NA,NA,5-Nov-21,138-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,PFNS,NA,N,U,ng/g,0.285,0.0712,WG87321,NA,474511-07-4,NA,NA,5-Nov-21,138-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,PFDS,NA,N,U,ng/g,0.285,0.0712,WG87321,NA,126105-34-8,NA,NA,5-Nov-21,138-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,PFDoS,NA,N,U,ng/g,0.285,0.0712,WG87321,NA,343629-43-6,NA,NA,5-Nov-21,138-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,4:2 FTS,NA,N,U,ng/g,1.14,0.285,WG87321,NA,414911-30-1,NA,NA,5-Nov-21,138-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,6:2 FTS,NA,N,U,ng/g,6.16,0.256,WG87321,NA,425670-75-3,NA,NA,5-Nov-21,138-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,8:2 FTS,NA,N,U,ng/g,1.14,0.242,WG87321,NA,481071-78-7,NA,NA,5-Nov-21,138-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,PFOSA,NA,N,U,ng/g,0.285,0.0712,WG87321,NA,754-91-6,NA,NA,5-Nov-21,138-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,N-MeFOSA,NA,N,U,ng/g,0.327,0.0712,WG87321,NA,31506-32-8,NA,NA,5-Nov-21,138-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,N-EtFOSA,NA,N,U,ng/g,0.712,0.199,WG87321,NA,4151-50-2,NA,NA,5-Nov-21,138-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,MeFOSAA,NA,N,U,ng/g,0.285,0.0712,WG87321,NA,2355-31-9,NA,NA,5-Nov-21,138-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,EtFOSAA,NA,N,U,ng/g,0.285,0.0712,WG87321,NA,2991-50-6,NA,NA,5-Nov-21,138-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,N-MeFOSE,NA,N,U,ng/g,7.81,0.712,WG87321,NA,24448-09-7,NA,NA,5-Nov-21,138-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,N-EtFOSE,NA,N,U,ng/g,2.14,0.712,WG87321,NA,1691-99-2,NA,NA,5-Nov-21,138-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,HFPO-DA,NA,N,U,ng/g,1.08,0.285,WG87321,NA,122499-17-6,NA,NA,5-Nov-21,138-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,ADONA,NA,N,U,ng/g,1.14,0.285,WG87321,NA,2127366-90-7,NA,NA,5-Nov-21,138-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,9Cl-PF3ONS,NA,N,U,ng/g,1.14,0.285,WG87321,NA,1621485-21-9,NA,NA,5-Nov-21,138-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,11Cl-PF3OUdS,NA,N,U,ng/g,1.14,0.285,WG87321,NA,2196242-82-5,NA,NA,5-Nov-21,138-1,NA
NA,L40006-48,NA,NA,NA,NA,20231108,0418,Sample,3:3 FTCA,NA,N,U H,ng/g,1.14,0.285,WG87321,NA,1169706-83-5,NA,NA,5-Nov-21,138-1,NA
